ds,y,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2005-04-01,5563.000000000003,5116.948635935768,4276.005893980035,6042.762757671672,5116.948635935768,5116.948635935768,1.0009028539792975,1.0009028539792975,1.0009028539792975,1.0009028539792975,1.0009028539792975,1.0009028539792975,1.0,1.0,1.0,5156.5382328072155
2005-05-01,5596.000000000004,5137.925453738164,4301.475666833072,6060.353256749718,5137.925453738164,5137.925453738164,0.9991372281702569,0.9991372281702569,0.9991372281702569,0.9991372281702569,0.9991372281702569,0.9991372281702569,1.0,1.0,1.0,5100.172364761086
2005-06-01,5442.0,5159.6918443868935,4247.894082672049,6057.384172949747,5159.6918443868935,5159.6918443868935,0.998843086311153,0.998843086311153,0.998843086311153,0.998843086311153,0.998843086311153,0.998843086311153,1.0,1.0,1.0,5108.884601102279
2005-07-01,5253.000000000003,5180.843887027326,4372.49593632663,6129.491202254766,5180.843887027326,5180.843887027326,0.9996190525149736,0.9996190525149736,0.9996190525149736,0.9996190525149736,0.9996190525149736,0.9996190525149736,1.0,1.0,1.0,5163.988243743581
2005-08-01,5198.000000000002,5202.792098022304,4336.484049732141,6136.211961800459,5202.792098022304,5202.792098022304,0.998672202511248,0.998672202511248,0.998672202511248,0.998672202511248,0.998672202511248,0.998672202511248,1.0,1.0,1.0,5143.974223430441
2005-09-01,4214.0,5224.833290773988,4274.891901935873,5988.054371026957,5224.833290773988,5224.833290773988,0.9955184516747588,0.9955184516747588,0.9955184516747588,0.9955184516747588,0.9955184516747588,0.9955184516747588,1.0,1.0,1.0,5027.733707048629
2005-10-01,4554.999999999996,5246.252379333681,4349.16189983092,6107.623159822876,5246.252379333681,5246.252379333681,0.9981764471919329,0.9981764471919329,0.9981764471919329,0.9981764471919329,0.9981764471919329,0.9981764471919329,1.0,1.0,1.0,5164.872979877358
2005-11-01,4856.999999999998,5268.477687925357,4438.817135165117,6298.635420375894,5268.477687925357,5268.477687925357,1.000364498521211,1.000364498521211,1.000364498521211,1.000364498521211,1.000364498521211,1.000364498521211,1.0,1.0,1.0,5284.956861303289
2005-12-01,4988.000000000001,5290.075695726228,4465.984214247675,6234.339636197982,5290.075695726228,5290.075695726228,0.9999202856933408,0.9999202856933408,0.9999202856933408,0.9999202856933408,0.9999202856933408,0.9999202856933408,1.0,1.0,1.0,5286.461350208343
2006-01-01,5048.000000000004,5312.486658125605,4519.053397401448,6364.58495760311,5312.486658125605,5312.486658125605,1.000973020077182,1.000973020077182,1.000973020077182,1.000973020077182,1.000973020077182,1.000973020077182,1.0,1.0,1.0,5356.990542092128
2006-02-01,5032.000000000004,5334.992562689244,4418.862158980199,6312.364776492524,5334.992562689244,5334.992562689244,1.0001377458845553,1.0001377458845553,1.0001377458845553,1.0001377458845553,1.0001377458845553,1.0001377458845553,1.0,1.0,1.0,5341.302570865896
2006-03-01,5027.000000000003,5355.402415829847,4549.233979314486,6308.510499765609,5355.402415829847,5355.402415829847,1.0014975051668547,1.0014975051668547,1.0014975051668547,1.0014975051668547,1.0014975051668547,1.0014975051668547,1.0,1.0,1.0,5424.651201839499
2006-04-01,5082.0,5378.090129404844,4577.163693482711,6449.439482632179,5378.090129404844,5378.090129404844,1.0009503279487462,1.0009503279487462,1.0009503279487462,1.0009503279487462,1.0009503279487462,1.0009503279487462,1.0,1.0,1.0,5422.152307818991
2006-05-01,5150.999999999999,5400.13749098614,4557.48107925788,6442.914080266633,5400.13749098614,5400.13749098614,1.000079065377766,1.000079065377766,1.000079065377766,1.000079065377766,1.000079065377766,1.000079065377766,1.0,1.0,1.0,5403.80799737149
2006-06-01,5163.000000000002,5423.01472095843,4497.185976176601,6352.771719989203,5423.01472095843,5423.01472095843,0.9991175245692445,0.9991175245692445,0.9991175245692445,0.9991175245692445,0.9991175245692445,0.9991175245692445,1.0,1.0,1.0,5382.003213040111
2006-07-01,5094.000000000004,5445.246249909562,4489.353957445736,6254.646363866353,5445.246249909562,5445.246249909562,0.9982462348989652,0.9982462348989652,0.9982462348989652,0.9982462348989652,0.9982462348989652,0.9982462348989652,1.0,1.0,1.0,5363.640671609235
2006-08-01,5040.000000000002,5468.314579359111,4581.101804751654,6403.708102742424,5468.314579359111,5468.314579359111,0.9983856970540257,0.9983856970540257,0.9983856970540257,0.9983856970540257,0.9983856970540257,0.9983856970540257,1.0,1.0,1.0,5392.803388785895
2006-09-01,5030.999999999998,5491.480635853347,4543.779521869803,6365.057405684328,5491.480635853347,5491.480635853347,0.9967368773685868,0.9967368773685868,0.9967368773685868,0.9967368773685868,0.9967368773685868,0.9967368773685868,1.0,1.0,1.0,5339.080116094216
2006-10-01,5107.999999999996,5513.992839308878,4598.731843164955,6414.2509577649835,5513.992839308878,5513.992839308878,0.9983059591933702,0.9983059591933702,0.9983059591933702,0.9983059591933702,0.9983059591933702,0.9983059591933702,1.0,1.0,1.0,5434.037444630675
2006-11-01,5064.000000000004,5537.352407923739,4615.299235697617,6553.480348431318,5537.352407923739,5537.352407923739,0.9996139591157047,0.9996139591157047,0.9996139591157047,0.9996139591157047,0.9996139591157047,0.9996139591157047,1.0,1.0,1.0,5518.9545437697325
2006-12-01,5186.000000000001,5560.052661694703,4713.0866963944245,6588.564217719924,5560.052661694703,5560.052661694703,1.0000899381652495,1.0000899381652495,1.0000899381652495,1.0000899381652495,1.0000899381652495,1.0000899381652495,1.0,1.0,1.0,5564.3663471749205
2007-01-01,5107.999999999996,5583.607358887487,4832.019468466439,6709.496838343929,5583.607358887487,5583.607358887487,1.0009977839923079,1.0009977839923079,1.0009977839923079,1.0009977839923079,1.0009977839923079,1.0009977839923079,1.0,1.0,1.0,5631.8569964582575
2007-02-01,5118.000000000003,5607.261843581156,4772.7043478530995,6762.363910377751,5607.261843581156,5607.261843581156,1.0004902609868784,1.0004902609868784,1.0004902609868784,1.0004902609868784,1.0004902609868784,1.0004902609868784,1.0,1.0,1.0,5631.035338477658
2007-03-01,5119.000000000002,5628.713305678559,4776.097270066751,6785.242460579899,5628.713305678559,5628.713305678559,1.0007712334020038,1.0007712334020038,1.0007712334020038,1.0007712334020038,1.0007712334020038,1.0007712334020038,1.0,1.0,1.0,5666.311617270007
2007-04-01,5180.000000000005,5652.558877936124,4833.742395266779,6802.107334853253,5652.558877936124,5652.558877936124,1.0010193664595597,1.0010193664595597,1.0010193664595597,1.0010193664595597,1.0010193664595597,1.0010193664595597,1.0,1.0,1.0,5702.536311162897
2007-05-01,5211.000000000001,5675.731418083784,4842.175916563777,6759.55605981052,5675.731418083784,5675.731418083784,1.0010193913528767,1.0010193913528767,1.0010193913528767,1.0010193913528767,1.0010193913528767,1.0010193913528767,1.0,1.0,1.0,5725.938830352673
2007-06-01,5074.999999999995,5699.776178634638,4818.998301103248,6677.41144525994,5699.776178634638,5699.776178634638,0.9993600745711387,0.9993600745711387,0.9993600745711387,0.9993600745711387,0.9993600745711387,0.9993600745711387,1.0,1.0,1.0,5668.309606800553
2007-07-01,5037.999999999998,5723.142285062595,4672.039283829513,6588.458568960899,5723.142285062595,5723.142285062595,0.9968715839196469,0.9968715839196469,0.9968715839196469,0.9968715839196469,0.9968715839196469,0.9968715839196469,1.0,1.0,1.0,5570.070248841325
2007-08-01,4970.000000000002,5747.387897778579,4802.207246837651,6729.093605441799,5747.387897778579,5747.387897778579,0.9981345163903206,0.9981345163903206,0.9981345163903206,0.9981345163903206,0.9981345163903206,0.9981345163903206,1.0,1.0,1.0,5655.2359423358885
2007-09-01,4902.000000000003,5771.736225001156,4778.698035420778,6807.990716238961,5771.736225001156,5771.736225001156,0.997967804207094,0.997967804207094,0.997967804207094,0.997967804207094,0.997967804207094,0.997967804207094,1.0,1.0,1.0,5670.939141596743
2007-10-01,5022.000000000003,5795.397330048227,4812.53544520495,6802.572294615655,5795.397330048227,5795.397330048227,0.9984111927467306,0.9984111927467306,0.9984111927467306,0.9984111927467306,0.9984111927467306,0.9984111927467306,1.0,1.0,1.0,5716.09776127063
2007-11-01,5034.000000000001,5819.949045207631,4894.665629045928,6810.149447823465,5819.949045207631,5819.949045207631,0.9988587634786116,0.9988587634786116,0.9988587634786116,0.9988587634786116,0.9988587634786116,0.9988587634786116,1.0,1.0,1.0,5762.621104783985
2007-12-01,5111.000000000004,5843.8077976452005,4886.9045618846685,6876.310118539055,5843.8077976452005,5843.8077976452005,1.0002685466578327,1.0002685466578327,1.0002685466578327,1.0002685466578327,1.0002685466578327,1.0002685466578327,1.0,1.0,1.0,5857.432888770009
2008-01-01,5114.999999999998,5868.56459969399,4984.131609454877,6907.54763958928,5868.56459969399,5868.56459969399,1.0010246208093456,1.0010246208093456,1.0010246208093456,1.0010246208093456,1.0010246208093456,1.0010246208093456,1.0,1.0,1.0,5920.947753807062
2008-02-01,5148.000000000003,5893.426281860146,5020.2013896208755,7023.599353851155,5893.426281860146,5893.426281860146,1.00083509532978,1.00083509532978,1.00083509532978,1.00083509532978,1.00083509532978,1.00083509532978,1.0,1.0,1.0,5936.290672026418
2008-03-01,5189.000000000004,5916.779326798152,5155.171217820819,7171.658339775066,5916.779326798152,5916.779326798152,1.0029571512490885,1.0029571512490885,1.0029571512490885,1.0029571512490885,1.0029571512490885,1.0029571512490885,1.0,1.0,1.0,6070.487071408793
2008-04-01,5180.000000000005,5941.845266615499,5058.410326550152,7060.369342043219,5941.845266615499,5941.845266615499,1.000877056454987,1.000877056454987,1.000877056454987,1.000877056454987,1.000877056454987,1.000877056454987,1.0,1.0,1.0,5987.283593829848
2008-05-01,5142.999999999995,5966.203729917727,4990.093864219541,6938.768164332358,5966.203729917727,5966.203729917727,0.9981950571275883,0.9981950571275883,0.9981950571275883,0.9981950571275883,0.9981950571275883,0.9981950571275883,1.0,1.0,1.0,5873.229916038205
2008-06-01,5137.999999999998,5991.479052077337,4995.3744638398,6962.6173348620505,5991.479052077337,5991.479052077337,0.998537003365989,0.998537003365989,0.998537003365989,0.998537003365989,0.998537003365989,0.998537003365989,1.0,1.0,1.0,5915.663730925882
2008-07-01,5177.000000000002,6016.0409879857125,5126.877833996716,7239.735501896006,6016.0409879857125,6016.0409879857125,1.000988388089489,1.000988388089489,1.000988388089489,1.000988388089489,1.000988388089489,1.000988388089489,1.0,1.0,1.0,6067.983168352094
2008-08-01,5003.000000000001,6041.52744151298,5103.624363216865,7072.2125124474505,6041.52744151298,6041.52744151298,0.9989936611747491,0.9989936611747491,0.9989936611747491,0.9989936611747491,0.9989936611747491,0.9989936611747491,1.0,1.0,1.0,5988.798786517143
2008-09-01,3974.0000000000014,6067.12186626496,4900.597342748788,6885.751967743071,6067.12186626496,6067.12186626496,0.9943138464653943,0.9943138464653943,0.9943138464653943,0.9943138464653943,0.9943138464653943,0.9943138464653943,1.0,1.0,1.0,5773.121646505189
2008-10-01,4738.000000000001,6091.993898217711,5059.242818900791,7050.7681257520235,6091.993898217711,6091.993898217711,0.9980229814418698,0.9980229814418698,0.9980229814418698,0.9980229814418698,0.9980229814418698,0.9980229814418698,1.0,1.0,1.0,5987.830714641699
2008-11-01,5078.000000000005,6117.802119884649,5228.7946212177885,7356.52943119237,6117.802119884649,6117.802119884649,1.0011096153296288,1.0011096153296288,1.0011096153296288,1.0011096153296288,1.0011096153296288,1.0011096153296288,1.0,1.0,1.0,6177.244061799919
2008-12-01,5103.000000000001,6142.881914416624,5148.033642085602,7215.253758807976,6142.881914416624,6142.881914416624,0.9997595943308785,0.9997595943308785,0.9997595943308785,0.9997595943308785,0.9997595943308785,0.9997595943308785,1.0,1.0,1.0,6130.011810368021
2009-01-01,5144.0,6168.905718899992,5245.603538493663,7372.935624726937,6168.905718899992,6168.905718899992,1.0009504654807593,1.0009504654807593,1.0009504654807593,1.0009504654807593,1.0009504654807593,1.0009504654807593,1.0,1.0,1.0,6220.264953109755
2009-02-01,5239.0,6195.03977105036,5182.828259447863,7320.663796907266,6195.03977105036,6195.03977105036,0.9997778151779108,0.9997778151779108,0.9997778151779108,0.9997778151779108,0.9997778151779108,0.9997778151779108,1.0,1.0,1.0,6183.0316637466385
2009-03-01,5219.000000000004,6218.739870055484,5352.691334503599,7519.515242902181,6218.739870055484,6218.739870055484,1.0022263947027343,1.0022263947027343,1.0022263947027343,1.0022263947027343,1.0022263947027343,1.0022263947027343,1.0,1.0,1.0,6340.730300696909
2009-04-01,5278.000000000002,6245.085040411358,5322.569734008554,7335.721858325015,6245.085040411358,6245.085040411358,1.0009028539792988,1.0009028539792988,1.0009028539792988,1.0009028539792988,1.0009028539792988,1.0009028539792988,1.0,1.0,1.0,6294.534634272376
2009-05-01,5376.999999999999,6270.686628461923,5163.044271942124,7328.80163447693,6270.686628461923,6270.686628461923,0.999137228170256,0.999137228170256,0.999137228170256,0.999137228170256,0.999137228170256,0.999137228170256,1.0,1.0,1.0,6223.539742779659
2009-06-01,5268.999999999999,6297.251866906859,5284.123485121201,7437.80826880004,6297.251866906859,6297.251866906859,0.9988430863111531,0.9988430863111531,0.9988430863111531,0.9988430863111531,0.9988430863111531,0.9988430863111531,1.0,1.0,1.0,6233.805237520683
2009-07-01,5398.000000000001,6323.0673117092965,5371.743391860295,7549.367824295239,6323.0673117092965,6323.0673117092965,0.9996190525149614,0.9996190525149614,0.9996190525149614,0.9996190525149614,0.9996190525149614,0.9996190525149614,1.0,1.0,1.0,6302.017071966721
2009-08-01,5418.000000000002,6349.854456529535,5318.114545310957,7393.588220029703,6349.854456529535,6349.854456529535,0.9986722025112459,0.9986722025112459,0.9986722025112459,0.9986722025112459,0.9986722025112459,0.9986722025112459,1.0,1.0,1.0,6276.407253951916
2009-09-01,5559.000000000001,6376.755082844156,5143.5830960446565,7288.8569855919695,6376.755082844156,6376.755082844156,0.9955184516747647,0.9955184516747647,0.9955184516747647,0.9955184516747647,0.9955184516747647,0.9955184516747647,1.0,1.0,1.0,6130.712051578716
2009-10-01,5524.000000000003,6402.896449322592,5355.623744199641,7457.323944850073,6402.896449322592,6402.896449322592,0.9981764471919333,0.9981764471919333,0.9981764471919333,0.9981764471919333,0.9981764471919333,0.9981764471919333,1.0,1.0,1.0,6301.283412392123
2009-11-01,5394.999999999995,6430.021783594992,5399.586264567448,7590.977610252652,6430.021783594992,6430.021783594992,1.000364498521204,1.000364498521204,1.000364498521204,1.000364498521204,1.000364498521204,1.000364498521204,1.0,1.0,1.0,6450.602478561748
2009-12-01,5451.999999999998,6456.381515735482,5490.352490662755,7699.856579148197,6456.381515735482,6456.381515735482,0.9999202856933422,0.9999202856933422,0.9999202856933422,0.9999202856933422,0.9999202856933422,0.9999202856933422,1.0,1.0,1.0,6451.867840083183
2010-01-01,5404.000000000002,6483.733435009921,5535.002895440358,7707.722161959496,6483.733435009921,6483.733435009921,1.0009730200771847,1.0009730200771847,1.0009730200771847,1.0009730200771847,1.0009730200771847,1.0009730200771847,1.0,1.0,1.0,6539.316093892185
2010-02-01,5553.0,6511.201228398392,5430.315489521493,7704.759064697437,6511.201228398392,6511.201228398392,1.0001377458845537,1.0001377458845537,1.0001377458845537,1.0001377458845537,1.0001377458845537,1.0001377458845537,1.0,1.0,1.0,6519.081302370498
2010-03-01,5515.000000000003,6536.110852784736,5478.256307418336,7905.829166826971,6536.110852784736,6536.110852784736,1.0014975051668622,1.0014975051668622,1.0014975051668622,1.0014975051668622,1.0014975051668622,1.0014975051668622,1.0,1.0,1.0,6622.6010870719965
2010-04-01,5392.000000000001,6563.8005387146095,5595.712272801635,7924.787258846831,6563.8005387146095,6563.8005387146095,1.0009503279487455,1.0009503279487455,1.0009503279487455,1.0009503279487455,1.0009503279487455,1.0009503279487455,1.0,1.0,1.0,6618.8296246639675
2010-05-01,5401.000000000005,6590.708693903997,5544.203101887027,7797.000118430351,6590.708693903997,6590.708693903997,1.000079065377771,1.000079065377771,1.000079065377771,1.000079065377771,1.000079065377771,1.000079065377771,1.0,1.0,1.0,6595.292327577286
2010-06-01,5380.000000000002,6618.629679012708,5565.830118659495,7782.251401986016,6618.629679012708,6618.629679012708,0.9991175245692445,0.9991175245692445,0.9991175245692445,0.9991175245692445,0.9991175245692445,0.9991175245692445,1.0,1.0,1.0,6567.42103816313
2010-07-01,5297.999999999995,6645.762605050531,5597.369856541804,7765.264032458124,6645.762605050531,6645.762605050531,0.9982462348989779,0.9982462348989779,0.9982462348989779,0.9982462348989779,0.9982462348989779,0.9982462348989779,1.0,1.0,1.0,6543.876471815543
2010-08-01,5447.000000000001,6673.916821440534,5556.214768814708,7729.376328051594,6673.916821440534,6673.916821440534,0.9983856970540244,0.9983856970540244,0.9983856970540244,0.9983856970540244,0.9983856970540244,0.9983856970540244,1.0,1.0,1.0,6579.639391051835
2010-09-01,5616.0,6702.19031080907,5454.938586449595,7709.395267286696,6702.19031080907,6702.19031080907,0.9967368773685911,0.9967368773685911,0.9967368773685911,0.9967368773685911,0.9967368773685911,0.9967368773685911,1.0,1.0,1.0,6511.948030869031
2010-10-01,5630.999999999995,6729.6657918095,5548.123744171765,7912.281760890823,6729.6657918095,6729.6657918095,0.9983059591933687,0.9983059591933687,0.9983059591933687,0.9983059591933687,0.9983059591933687,0.9983059591933687,1.0,1.0,1.0,6629.84264326299
2010-11-01,5576.000000000003,6758.175457019481,5701.077625260863,8000.71279151124,6758.175457019481,6758.175457019481,0.9996139591157001,0.9996139591157001,0.9996139591157001,0.9996139591157001,0.9996139591157001,0.9996139591157001,1.0,1.0,1.0,6735.203258427691
